10.1016/j.media.2023.102768	Unpaired mesh-to-image translation for 3D fluorescent microscopy images of neurons	Medical Image Anal.	While Generative Adversarial Networks (GANs) can now reliably produce realistic images in a multitude of imaging domains, they are ill-equipped to model thin, stochastic textures present in many large 3D fluorescent microscopy (FM) images acquired in biologica
10.1103/physreve.90.022721	Scale-free and economical features of functional connectivity in neuronal networks.	Physical review. E, Statistical, nonline	A form of activity that is highly studied in cultured cortical networks is the neuronal avalanche, characterized by bursts whose distribution follows a power law. While the statistics of neuronal avalanches are well characterized, much less is known about the 
10.1016/j.neulet.2026.138582	Complicated regulation of the activity of a single interneuron through rigid synaptic connections with asymmetric salt-sensory neurons in Caenorhabdit	Neuroscience Letters	Sensory inputs are integrated by interneurons to generate appropriate behavioural outputs. In the nematode Caenorhabditis elegans, the AIY interneuron receives major synaptic input from the salt-sensing ASE neurons, ASEL and ASER, which respond asymmetrically 
10.3389/fncir.2013.00151	Three-dimensional mapping of microcircuit correlation structure	Front. Neural Circuits	Great progress has been made toward understanding the properties of single neurons, yet the principles underlying interactions between neurons remain poorly understood. Given that connectivity in the neocortex is locally dense through both horizontal and verti
10.1101/2020.10.10.334656	Conduction velocity along the local axons of parvalbumin interneurons correlates with the degree of axonal myelination	bioRxiv	Parvalbumin-containing (PV+) basket cells in mammalian neocortex are fast-spiking interneurons that regulate the activity of local neuronal circuits in multiple ways. Even though PV+ basket cells are locally projecting interneurons, their axons are myelinated.
10.64898/2026.03.23.713806	Direct Reconstruction of DC Cortical Conductivity from Large-Scale Electron Microscopy Data	bioRxiv	Abstract Electrical conductivity of cortical gray matter governs the magnitude and spatial distribution of electric fields generated by brain stimulation and intrinsic neuronal activity measured with M/EEG and intracortical recordings. However, reported macros
10.1523/jneurosci.0735-19.2019	Synaptic Odyssey	Journal of Neuroscience	Synaptic communication is at the heart of nervous system function. Our understanding of synaptic structure and plasticity has grown enormously since the founding of the Society for Neuroscience 50 years ago. Much insight has come from examining these structure
10.3389/fnsys.2024.1413780	Variation and convergence in the morpho-functional properties of the mammalian neocortex	Frontiers in Systems Neuroscience	Man's natural inclination to classify and hierarchize the living world has prompted neurophysiologists to explore possible differences in brain organisation between mammals, with the aim of understanding the diversity of their behavioural repertoires. But what
10.1038/s41592-025-02891-0	Nondestructive X-ray tomography of brain tissue ultrastructure	bioRxiv	Maps of dense subcellular features in biological tissue are the key to understanding the structural basis of organ function. Electron microscopy provides the necessary resolution, yet - as electrons penetrate samples for only a few 100s of nm - requires physic
10.1152/jn.2002.88.2.761	Spike frequency adaptation and neocortical rhythms.	Journal of Neurophysiology	Spike-frequency adaptation in neocortical pyramidal neurons was examined using the whole cell patch-clamp technique and a phenomenological model of neuronal activity. Noisy current was injected to reproduce the irregular firing typically observed under in vivo
10.3389/fnbeh.2021.821680	Neural Circuits Underlying Behavioral Flexibility: Insights From Drosophila	Frontiers in Behavioral Neuroscience	Behavioral flexibility is critical to survival. Animals must adapt their behavioral responses based on changes in the environmental context, internal state, or experience. Studies in Drosophila melanogaster have provided insight into the neural circuit mechani
10.1186/1471-2202-14-156	The Caenorhabditis elegans interneuron ALA is (also) a high-threshold mechanosensor	BMC Neuroscience	To survive dynamic environments, it is essential for all animals to appropriately modulate their behavior in response to various stimulus intensities. For instance, the nematode Caenorhabditis elegans suppresses the rate of egg-laying in response to intense me
10.3389/fninf.2016.00050	Memory-Efficient Analysis of Dense Functional Connectomes	Front. Neuroinform.	The functioning of the human brain relies on the interplay and integration of numerous individual units within a complex network. To identify network configurations characteristic of specific cognitive tasks or mental illnesses, functional connectomes can be c
10.1093/g3journal/jkac248	Genetic screens identified dual roles of microtubule-associated serine threonine kinase and CREB within a single thermosensory neuron in the regulatio	bioRxiv	Animals integrate sensory stimuli presented at the past and present, assess the changes in their surroundings and navigate themselves toward preferred environment. Identifying the molecular and circuit mechanisms of such sensory integration is pivotal to under
10.1093/nar/gkx292	Using high-throughput barcode sequencing to efficiently map connectomes	bioRxiv	The function of a neural circuit is determined by the details of its synaptic connections. At present, the only available method for determining a neural wiring diagram with single synapse precision—a “connectome”—is based on imaging methods that are slow, lab
10.1101/2023.07.26.550661	Four individually identified paired dopamine neurons signal taste punishment in larval Drosophila	bioRxiv	Dopaminergic neurons (DANs) carry out multiple tasks in the brain, including the transmission of information related to rewards and punishments across various animal species. They are responsible for evaluating sensory input, storing resulting associations as 
10.1016/j.bandc.2023.106080	Current perspectives on the brain connectome.	Brain and Cognition	
10.1109/globalsip.2013.6736878	MIGRAINE: MRI Graph Reliability Analysis and Inference for Connectomics	IEEE Global Conference on Signal and Inf	Currently, connectomes (e.g., functional or structural brain graphs) can be estimated in humans at ≈ 1 mm3 scale using a combination of diffusion weighted magnetic resonance imaging, functional magnetic resonance imaging and structural magnetic resonance imagi
10.7554/elife.47579	Asymmetric ON-OFF processing of visual motion cancels variability induced by the structure of natural scenes	eLife	Animals detect motion using a variety of visual cues that reflect regularities in the natural world. Experiments in animals across phyla have shown that motion percepts incorporate both pairwise and triplet spatiotemporal correlations that could theoretically 
